capacity,gap,owner,wide,live,schema,number,repetition,mean_ns,lower_ns,upper_ns,iterations,samples,base,bytes,extra_bytes,actual_capacity,schema_name,layout_identity,layout_policy,gap_extra_bytes,cpu_group,cpu,cpu_before,cpu_after
65600,0,1,0,65535,0,216,2,429188.0,424477.0,434990.0,1.0,100.0,4747550195712,12792000,0,65600,EntityData,25ca30a97437cdd9d7a413737050d2561c3bde235fd922d7d53dfba70d996b83,generated-blocks,,0,2,0:2,0:2
75008,64,0,0,65535,2,217,2,2776343.0,2774106.0,2780356.0,1.0,100.0,6579890618368,13504064,2624,75008,SpacingMixedWidths,05dd539351809feeff659f1528354aa929f17975b0bbe540f8207e118a795b03,sequential,2624,0,2,0:2,0:2
65536,0,0,1,65535,3,218,2,5568043.0,5551238.0,5612474.0,1.0,100.0,3452650389504,70778880,0,65536,SpacingAligned,338c71335dd48adf8238e47637756c26155e914fb6a986154db9c4ca1fa411c3,sequential,0,0,2,0:2,0:2
75008,0,0,0,65535,1,219,2,1529640.0,1527203.0,1534513.0,1.0,100.0,4860829958144,14401536,0,75008,SpacingDoubles,6b0a82c2f05a9c661d9287e953947f6cf0566f94ad61f708418a28d05c9165fb,sequential,0,0,2,0:2,0:2
65536,0,0,0,65535,0,220,2,444812.0,439242.0,451785.0,1.0,100.0,5291668865024,12779520,0,65536,EntityData,bcb3a6cfd69d90dc510468b1d8b6e34e70f2aa7dbed6cc6021dcca8245b6b558,sequential,0,0,2,0:2,0:2
100032,0,0,0,65535,0,221,2,428446.0,423758.0,434089.0,1.0,100.0,3246995996672,19506240,0,100032,EntityData,36dde4095b4ac1649c44744a7767196705ff15a85de86c7acaa4b17ba255290d,sequential,0,0,2,0:2,0:2
65536,0,0,1,65535,0,222,2,7129125.0,7125271.0,7135192.0,1.0,100.0,4158871240704,12779520,0,65536,EntityData,bcb3a6cfd69d90dc510468b1d8b6e34e70f2aa7dbed6cc6021dcca8245b6b558,sequential,0,0,2,0:2,0:2
65536,64,0,0,65535,2,223,2,2818799.0,2812100.0,2831765.0,1.0,100.0,6508755222528,11799104,2624,65536,SpacingMixedWidths,f15f240ae3f5dad2e8c609539477d3440b580229ec9847a27f83b285d1f47522,sequential,2624,0,2,0:2,0:2
65536,0,2,1,65535,0,224,2,6831127.0,6826883.0,6839431.0,1.0,100.0,0,12779520,,65536,EntityData,separate-arrays,TArray,,0,2,0:2,0:2
131072,64,0,1,65535,3,225,2,5567917.0,5553990.0,5603920.0,1.0,100.0,3730481086464,141559040,1280,131072,SpacingAligned,a9738a9547b60d1e94396fc01e7fe231dc85fbf8b6ddf37343fb9e5b8d069d44,sequential,1280,0,2,0:2,0:2
65536,64,0,1,65535,1,226,2,6086242.0,6071013.0,6133616.0,1.0,100.0,5258919739392,12584384,1472,65536,SpacingDoubles,6a784259155b7cab5390e3bebb706e2d9406dbaa4c293fbed535e14f1725a896,sequential,1472,0,2,0:2,0:2
65600,0,1,1,65535,0,227,2,1409904.0,1401554.0,1423679.0,1.0,100.0,5987185131520,12792000,0,65600,EntityData,25ca30a97437cdd9d7a413737050d2561c3bde235fd922d7d53dfba70d996b83,generated-blocks,,0,2,0:2,0:2
131072,64,0,1,65535,1,228,2,6077046.0,6064454.0,6117704.0,1.0,100.0,2441152757760,25167296,1472,131072,SpacingDoubles,1569ab2d3b48146c369d079a5bff2da4b14c5fa58a23982090fcfbac61cdd136,sequential,1472,0,2,0:2,0:2
131072,192,0,1,65535,1,229,2,7266308.0,7262257.0,7276201.0,1.0,100.0,2698850795520,25170240,4416,131072,SpacingDoubles,b17213b9a0ed544c9182353ab0bf2efe81ddc9a649b51b66324b83a7cbba9d76,sequential,4416,0,2,0:2,0:2
65600,64,0,0,65535,0,230,2,434052.0,428478.0,440477.0,1.0,100.0,3525900435456,12795328,3328,65600,EntityData,5ab1ef25bc4aa0c87e894c34bb7b597f2b9e23f98e207e2fff207b6e126014e0,sequential,3328,0,2,0:2,0:2
65536,192,0,0,65535,1,231,2,1549631.0,1542447.0,1562320.0,1.0,100.0,2314182787072,12587328,4416,65536,SpacingDoubles,651e93e5e6887e0d20e82d22a7691475c12d3e2d0c1e75f9dba0d49acca3a08e,sequential,4416,0,2,0:2,0:2
131072,64,0,0,65535,1,232,2,1549498.0,1542556.0,1561974.0,1.0,100.0,4866198667264,25167296,1472,131072,SpacingDoubles,1569ab2d3b48146c369d079a5bff2da4b14c5fa58a23982090fcfbac61cdd136,sequential,1472,0,2,0:2,0:2
65536,192,0,1,65535,3,233,2,5593076.0,5572753.0,5645420.0,1.0,100.0,3787657838592,70781696,2816,65536,SpacingAligned,0a99ec47e2daa1a3900cf8199331623ddfcce64a5ef985d6ed513e4b4c2da9b0,sequential,2816,0,2,0:2,0:2
65536,64,0,0,65535,3,234,2,1832207.0,1827124.0,1841513.0,1.0,100.0,2238516822016,70780160,1280,65536,SpacingAligned,1bf4cb7877d15faad8cf81231a3b2b57257d083cebe8404e5d61c398eaded44a,sequential,1280,0,2,0:2,0:2
131072,192,0,0,65535,0,235,2,428472.0,423679.0,434002.0,1.0,100.0,2710393520128,25569024,9984,131072,EntityData,14b9ffb9968bdaa0db82ce2ff5e8b06cb5d31a5f94b416318bcc018b2de3ae34,sequential,9984,0,2,0:2,0:2
75008,0,0,0,65535,0,236,2,425916.0,420981.0,432083.0,1.0,100.0,3600525492224,14626560,0,75008,EntityData,01c47a39851c7b9c284ee6d77c16943e1a2bd9058ebdc31e5bd779fc434fee25,sequential,0,0,2,0:2,0:2
65536,192,0,0,65535,0,237,2,436600.0,431459.0,442457.0,1.0,100.0,3671929323520,12789504,9984,65536,EntityData,cd80c443f151b87327574f332a83bf153260b4de10bcd5811bb1061e857e8335,sequential,9984,0,2,0:2,0:2
131072,64,0,0,65535,0,238,2,426378.0,421878.0,431564.0,1.0,100.0,5038265794560,25562368,3328,131072,EntityData,1dda6701852a50c523b06c841bc01307dc1073be6ca9271e941e6f592c6f3ade,sequential,3328,0,2,0:2,0:2
100032,192,0,0,65535,0,239,2,430493.0,424785.0,437262.0,1.0,100.0,2515509379072,19516224,9984,100032,EntityData,b34053a8df6cd9da337730b3d9eecbbd16ba5a540e9d3ed8596c9af1a043739e,sequential,9984,0,2,0:2,0:2
131072,192,0,1,65535,3,240,2,5576691.0,5555857.0,5629963.0,1.0,100.0,4046966489088,141560576,2816,131072,SpacingAligned,a087e2f07a100609091ee83ed2155be5ee9c5e1818487c8c303824fd1fa9236e,sequential,2816,0,2,0:2,0:2
131072,64,0,1,65535,2,241,2,18685563.0,18660262.0,18710912.0,1.0,100.0,3688840757248,23595584,2624,131072,SpacingMixedWidths,e2f251cca1b44ec0fb84704536321919fef894fe7885d34a8154e0c5eeaa6353,sequential,2624,0,2,0:2,0:2
65536,0,0,0,65535,2,242,2,2789055.0,2780998.0,2803063.0,1.0,100.0,3975798259712,11796480,0,65536,SpacingMixedWidths,823fc9c67bc9802bfa9bf7ac0e3e495da693525001742f7590fe9e8b37f3d502,sequential,0,0,2,0:2,0:2
131072,64,0,1,65535,0,243,2,1386241.0,1375549.0,1403429.0,1.0,100.0,5876052852736,25562368,3328,131072,EntityData,1dda6701852a50c523b06c841bc01307dc1073be6ca9271e941e6f592c6f3ade,sequential,3328,0,2,0:2,0:2
131072,0,0,1,65535,2,244,2,19149998.0,19126776.0,19174671.0,1.0,100.0,2241705213952,23592960,0,131072,SpacingMixedWidths,ebfe0a453dfbe601c633cbb71f1134e98ae00494a7a79bb3cb7901969cf600ce,sequential,0,0,2,0:2,0:2
75008,64,0,1,65535,1,245,2,6081165.0,6067896.0,6121320.0,1.0,100.0,4094715166720,14403008,1472,75008,SpacingDoubles,1004be3af5f56123d5f56e1c1f106c42e148d09e52e3da68d4c8d9a436aa5d3e,sequential,1472,0,2,0:2,0:2
65600,0,0,1,65535,0,246,2,1432441.0,1418533.0,1452019.0,1.0,100.0,3865739722752,12792000,0,65600,EntityData,25ca30a97437cdd9d7a413737050d2561c3bde235fd922d7d53dfba70d996b83,sequential,0,0,2,0:2,0:2
65536,64,0,0,65535,0,247,2,437983.0,430284.0,448482.0,1.0,100.0,5112353980416,12782848,3328,65536,EntityData,67680f90c6987605b76438a85837c4e0048e341323206b1967dd32bcb46027d4,sequential,3328,0,2,0:2,0:2
75008,64,0,1,65535,2,248,2,19112727.0,19073597.0,19237231.0,1.0,100.0,5201474551808,13504064,2624,75008,SpacingMixedWidths,05dd539351809feeff659f1528354aa929f17975b0bbe540f8207e118a795b03,sequential,2624,0,2,0:2,0:2
131072,192,0,0,65535,3,249,2,2084692.0,2073172.0,2099029.0,1.0,100.0,5308613132288,141560576,2816,131072,SpacingAligned,a087e2f07a100609091ee83ed2155be5ee9c5e1818487c8c303824fd1fa9236e,sequential,2816,0,2,0:2,0:2
100032,64,0,1,65535,0,250,2,1409917.0,1396241.0,1427410.0,1.0,100.0,3750849347584,19509568,3328,100032,EntityData,2e4c5af444c31cefde0c331b1081e87f36177b6885427cbb66189b4abf7ff063,sequential,3328,0,2,0:2,0:2
131072,0,0,0,65535,3,251,2,2085371.0,2073446.0,2100666.0,1.0,100.0,3279777955840,141557760,0,131072,SpacingAligned,32372e5044f7e72d3b5235ce8728f8ec0e8916a68d79f5a9067919e4720a9fd5,sequential,0,0,2,0:2,0:2
65536,192,0,1,65535,2,252,2,19123941.0,19098507.0,19149062.0,1.0,100.0,3055601516544,11804352,7872,65536,SpacingMixedWidths,bc058495a7bec66734ee3446e056ecffdec75def6fec55e66c1890491df2e6b0,sequential,7872,0,2,0:2,0:2
100032,0,1,1,65535,0,253,2,1427388.0,1413901.0,1444745.0,1.0,100.0,3271423623168,19506240,0,100032,EntityData,36dde4095b4ac1649c44744a7767196705ff15a85de86c7acaa4b17ba255290d,generated-blocks,,0,2,0:2,0:2
75008,64,0,0,65535,3,254,2,1926701.0,1913439.0,1945492.0,1.0,100.0,3638139289600,81009920,1280,75008,SpacingAligned,3db1ebee56aeb8d7ed0a4a13d289bc3f5ceed6c1824c0655dbf6000822bced39,sequential,1280,0,2,0:2,0:2
65536,0,1,0,65535,0,255,2,454660.0,447225.0,465692.0,1.0,100.0,5876589723648,12779520,0,65536,EntityData,bcb3a6cfd69d90dc510468b1d8b6e34e70f2aa7dbed6cc6021dcca8245b6b558,generated-blocks,,0,2,0:2,0:2
65536,192,0,1,65535,1,256,2,6187907.0,6165380.0,6231453.0,1.0,100.0,5197984890880,12587328,4416,65536,SpacingDoubles,651e93e5e6887e0d20e82d22a7691475c12d3e2d0c1e75f9dba0d49acca3a08e,sequential,4416,0,2,0:2,0:2
65536,0,2,0,65535,0,257,2,450723.0,443937.0,459948.0,1.0,100.0,0,12779520,,65536,EntityData,separate-arrays,TArray,,0,2,0:2,0:2
65536,0,0,1,65535,2,258,2,19546045.0,19521226.0,19572725.0,1.0,100.0,2918430998528,11796480,0,65536,SpacingMixedWidths,823fc9c67bc9802bfa9bf7ac0e3e495da693525001742f7590fe9e8b37f3d502,sequential,0,0,2,0:2,0:2
65536,192,0,0,65535,2,259,2,2866982.0,2851603.0,2885827.0,1.0,100.0,5545340370944,11804352,7872,65536,SpacingMixedWidths,bc058495a7bec66734ee3446e056ecffdec75def6fec55e66c1890491df2e6b0,sequential,7872,0,2,0:2,0:2
131072,192,0,1,65535,2,260,2,19126100.0,19100172.0,19151645.0,1.0,100.0,2649458671616,23600832,7872,131072,SpacingMixedWidths,33ff3b7b3dce6c63644c060e613be345b998af756ff567a0592129b683d7a115,sequential,7872,0,2,0:2,0:2
131072,64,0,0,65535,2,261,2,2864000.0,2848651.0,2883767.0,1.0,100.0,6178579611648,23595584,2624,131072,SpacingMixedWidths,e2f251cca1b44ec0fb84704536321919fef894fe7885d34a8154e0c5eeaa6353,sequential,2624,0,2,0:2,0:2
65600,64,0,1,65535,0,262,2,1406717.0,1393277.0,1423756.0,1.0,100.0,6559221088256,12795328,3328,65600,EntityData,5ab1ef25bc4aa0c87e894c34bb7b597f2b9e23f98e207e2fff207b6e126014e0,sequential,3328,0,2,0:2,0:2
75008,192,0,0,65535,0,263,2,437290.0,430161.0,446901.0,1.0,100.0,2429073162240,14636544,9984,75008,EntityData,6153efde23579659bfcdfcdfee76fb7ec5ff3b4182a178e6c86246d980f85b5c,sequential,9984,0,2,0:2,0:2
65536,192,0,1,65535,0,264,2,1408508.0,1394384.0,1426789.0,1.0,100.0,4744597405696,12789504,9984,65536,EntityData,cd80c443f151b87327574f332a83bf153260b4de10bcd5811bb1061e857e8335,sequential,9984,0,2,0:2,0:2
131072,0,0,1,65535,1,265,2,11402027.0,11392856.0,11410594.0,1.0,100.0,4114579390464,25165824,0,131072,SpacingDoubles,e7e9c7a70ea87fa46966e3ea2d5a377aef59ded056c2d1680f9e7b1789b85f83,sequential,0,0,2,0:2,0:2
100032,64,0,0,65535,0,266,2,440321.0,432572.0,450314.0,1.0,100.0,2387197231104,19509568,3328,100032,EntityData,2e4c5af444c31cefde0c331b1081e87f36177b6885427cbb66189b4abf7ff063,sequential,3328,0,2,0:2,0:2
65536,0,0,0,65535,1,267,2,1589726.0,1575279.0,1609657.0,1.0,100.0,3979556356096,12582912,0,65536,SpacingDoubles,84ef08df3d68d2c6e99ca7856f527abcf0f2a4fda49c3ebfcbfc6e7a74a95b20,sequential,0,0,2,0:2,0:2
75008,192,0,0,65535,2,268,2,2860360.0,2846210.0,2878681.0,1.0,100.0,3841580531712,13509312,7872,75008,SpacingMixedWidths,d27bcf064d3259430b9c898e10c1706e1061b1e2d83ce3b828bac4ed72e97563,sequential,7872,0,2,0:2,0:2
75008,0,0,1,65535,1,269,2,6264606.0,6241031.0,6313570.0,1.0,100.0,5767336493056,14401536,0,75008,SpacingDoubles,6b0a82c2f05a9c661d9287e953947f6cf0566f94ad61f708418a28d05c9165fb,sequential,0,0,2,0:2,0:2
75008,0,1,0,65535,0,270,2,441279.0,433757.0,451282.0,1.0,100.0,2544231972864,14626560,0,75008,EntityData,01c47a39851c7b9c284ee6d77c16943e1a2bd9058ebdc31e5bd779fc434fee25,generated-blocks,,0,2,0:2,0:2
65536,192,0,0,65535,3,271,2,1935220.0,1920676.0,1954728.0,1.0,100.0,3716522442752,70781696,2816,65536,SpacingAligned,0a99ec47e2daa1a3900cf8199331623ddfcce64a5ef985d6ed513e4b4c2da9b0,sequential,2816,0,2,0:2,0:2
65600,192,0,0,65535,0,272,2,440062.0,433108.0,448530.0,1.0,100.0,5114769899520,12801984,9984,65600,EntityData,f0ceb346f04150235393fdb1be3e7da3d23024673d9c58e1351606fcb8ed79b5,sequential,9984,0,2,0:2,0:2
100032,0,0,1,65535,0,273,2,1429485.0,1416521.0,1447273.0,1.0,100.0,3700115046400,19506240,0,100032,EntityData,36dde4095b4ac1649c44744a7767196705ff15a85de86c7acaa4b17ba255290d,sequential,0,0,2,0:2,0:2
75008,192,0,1,65535,1,274,2,6180178.0,6159700.0,6214001.0,1.0,100.0,5078531112960,14405952,4416,75008,SpacingDoubles,2683b9e0044a7bc4263486a0e906f67cb0288607fc269d1ec7e3203ad11dba2e,sequential,4416,0,2,0:2,0:2
75008,0,1,1,65535,0,275,2,1442147.0,1429134.0,1461028.0,1.0,100.0,4100352311296,14626560,0,75008,EntityData,01c47a39851c7b9c284ee6d77c16943e1a2bd9058ebdc31e5bd779fc434fee25,generated-blocks,,0,2,0:2,0:2
75008,64,0,1,65535,0,276,2,1409005.0,1395431.0,1426535.0,1.0,100.0,4962566995968,14629888,3328,75008,EntityData,bc2c649030a04f2bb93647001e3773c6d2bd952ac54c710ca8e92f2d8d2af5a8,sequential,3328,0,2,0:2,0:2
65536,0,1,1,65535,0,277,2,7267003.0,7249940.0,7283439.0,1.0,100.0,2566512115712,12779520,0,65536,EntityData,bcb3a6cfd69d90dc510468b1d8b6e34e70f2aa7dbed6cc6021dcca8245b6b558,generated-blocks,,0,2,0:2,0:2
65536,0,0,0,65535,3,278,2,1931283.0,1915439.0,1953384.0,1.0,100.0,4823281827840,70778880,0,65536,SpacingAligned,338c71335dd48adf8238e47637756c26155e914fb6a986154db9c4ca1fa411c3,sequential,0,0,2,0:2,0:2
131072,0,0,1,65535,0,279,2,7364995.0,7348507.0,7381220.0,1.0,100.0,5934840217600,25559040,0,131072,EntityData,f1c3e3dff5800203263451b0fb571291498336b4c010846051040461e3bcb3ac,sequential,0,0,2,0:2,0:2
75008,192,0,1,65535,3,280,2,5685296.0,5661594.0,5730499.0,1.0,100.0,3658808819712,81011456,2816,75008,SpacingAligned,545f9e8359bc0a079c02df71d5feff2d453b610a6eec87ea3c3c6611c145cfaf,sequential,2816,0,2,0:2,0:2
131072,64,0,0,65535,3,281,2,2677627.0,2665774.0,2692062.0,1.0,100.0,3006242226176,141559040,1280,131072,SpacingAligned,a9738a9547b60d1e94396fc01e7fe231dc85fbf8b6ddf37343fb9e5b8d069d44,sequential,1280,0,2,0:2,0:2
75008,64,0,0,65535,0,282,2,432919.0,426477.0,441820.0,1.0,100.0,3506573082624,14629888,3328,75008,EntityData,bc2c649030a04f2bb93647001e3773c6d2bd952ac54c710ca8e92f2d8d2af5a8,sequential,3328,0,2,0:2,0:2
131072,0,1,1,65535,0,283,2,7393223.0,7375821.0,7411585.0,1.0,100.0,3761855201280,25559040,0,131072,EntityData,f1c3e3dff5800203263451b0fb571291498336b4c010846051040461e3bcb3ac,generated-blocks,,0,2,0:2,0:2
131072,0,0,0,65535,0,284,2,458324.0,451349.0,469020.0,1.0,100.0,5312875266048,25559040,0,131072,EntityData,f1c3e3dff5800203263451b0fb571291498336b4c010846051040461e3bcb3ac,sequential,0,0,2,0:2,0:2
131072,0,0,1,65535,3,285,2,5698168.0,5670192.0,5755994.0,1.0,100.0,4654435926016,141557760,0,131072,SpacingAligned,32372e5044f7e72d3b5235ce8728f8ec0e8916a68d79f5a9067919e4720a9fd5,sequential,0,0,2,0:2,0:2
75008,0,0,0,65535,2,286,2,2869794.0,2854818.0,2888937.0,1.0,100.0,5179999715328,13501440,0,75008,SpacingMixedWidths,08d0c4171860c9ab0b31f49d80c8db6778a09e5530670d44739d8d64041a3ba9,sequential,0,0,2,0:2,0:2
131072,0,0,0,65535,1,287,2,2730271.0,2714774.0,2745331.0,1.0,100.0,2575370485760,25165824,0,131072,SpacingDoubles,e7e9c7a70ea87fa46966e3ea2d5a377aef59ded056c2d1680f9e7b1789b85f83,sequential,0,0,2,0:2,0:2
75008,192,0,1,65535,0,288,2,1408124.0,1394852.0,1424932.0,1.0,100.0,3770445135872,14636544,9984,75008,EntityData,6153efde23579659bfcdfcdfee76fb7ec5ff3b4182a178e6c86246d980f85b5c,sequential,9984,0,2,0:2,0:2
